,mixed,near_end,far_end1,far_end2,mixed_path,near_end_path,far_end1_path,far_end2_path,near_end_loc,far_end_loc1,far_end_loc2,mic_loc1,room_dim,sample_freq,room_max_order,room_absorption
83,84.wav,FALR0_2.wav,MKJO0_3.wav,MRJB1_4.wav,./data/mixed/84.wav,./data/near_end/FALR0_2.wav,./data/far_end/MKJO0_3.wav,./data/far_end/MRJB1_4.wav,"[6, 5, 2]","[8, 9, 4]","[2, 3, 5]","[11, 9, 2]","[15, 10, 5]",16000,3,0.2
84,85.wav,FALR0_2.wav,FCLT0_3.wav,FLMA0_1.wav,./data/mixed/85.wav,./data/near_end/FALR0_2.wav,./data/far_end/FCLT0_3.wav,./data/far_end/FLMA0_1.wav,"[1, 10, 5]","[2, 9, 3]","[6, 9, 1]","[9, 6, 4]","[15, 10, 5]",16000,3,0.2
85,86.wav,FALR0_3.wav,MAFM0_1.wav,FDMY0_5.wav,./data/mixed/86.wav,./data/near_end/FALR0_3.wav,./data/far_end/MAFM0_1.wav,./data/far_end/FDMY0_5.wav,"[7, 9, 2]","[13, 5, 5]","[14, 10, 1]","[7, 5, 2]","[15, 10, 5]",16000,3,0.2
86,87.wav,FALR0_3.wav,FMJF0_1.wav,MMDM0_3.wav,./data/mixed/87.wav,./data/near_end/FALR0_3.wav,./data/far_end/FMJF0_1.wav,./data/far_end/MMDM0_3.wav,"[11, 6, 2]","[13, 10, 1]","[6, 10, 1]","[5, 4, 2]","[15, 10, 5]",16000,3,0.2
87,88.wav,FALR0_3.wav,MCAE0_3.wav,MRCG0_3.wav,./data/mixed/88.wav,./data/near_end/FALR0_3.wav,./data/far_end/MCAE0_3.wav,./data/far_end/MRCG0_3.wav,"[2, 1, 3]","[12, 4, 5]","[3, 1, 3]","[9, 4, 5]","[15, 10, 5]",16000,3,0.2
88,89.wav,FALR0_3.wav,MBML0_3.wav,FEXM0_3.wav,./data/mixed/89.wav,./data/near_end/FALR0_3.wav,./data/far_end/MBML0_3.wav,./data/far_end/FEXM0_3.wav,"[12, 10, 5]","[13, 6, 1]","[6, 6, 5]","[12, 5, 3]","[15, 10, 5]",16000,3,0.2
89,90.wav,FALR0_3.wav,FJDM2_4.wav,FSMA0_3.wav,./data/mixed/90.wav,./data/near_end/FALR0_3.wav,./data/far_end/FJDM2_4.wav,./data/far_end/FSMA0_3.wav,"[11, 9, 3]","[12, 9, 3]","[2, 6, 3]","[5, 7, 5]","[15, 10, 5]",16000,3,0.2
90,91.wav,FALR0_4.wav,MCEW0_2.wav,MRPC1_1.wav,./data/mixed/91.wav,./data/near_end/FALR0_4.wav,./data/far_end/MCEW0_2.wav,./data/far_end/MRPC1_1.wav,"[6, 5, 1]","[8, 4, 3]","[6, 2, 2]","[1, 4, 4]","[15, 10, 5]",16000,3,0.2
91,92.wav,FALR0_4.wav,FHLM0_3.wav,MVRW0_2.wav,./data/mixed/92.wav,./data/near_end/FALR0_4.wav,./data/far_end/FHLM0_3.wav,./data/far_end/MVRW0_2.wav,"[6, 8, 4]","[10, 2, 5]","[9, 4, 4]","[6, 1, 1]","[15, 10, 5]",16000,3,0.2
92,93.wav,FALR0_4.wav,MKAG0_2.wav,MKLS1_2.wav,./data/mixed/93.wav,./data/near_end/FALR0_4.wav,./data/far_end/MKAG0_2.wav,./data/far_end/MKLS1_2.wav,"[12, 3, 4]","[7, 3, 2]","[5, 8, 1]","[7, 4, 3]","[15, 10, 5]",16000,3,0.2
93,94.wav,FALR0_4.wav,MRAB1_3.wav,MRAV0_2.wav,./data/mixed/94.wav,./data/near_end/FALR0_4.wav,./data/far_end/MRAB1_3.wav,./data/far_end/MRAV0_2.wav,"[5, 3, 2]","[13, 5, 2]","[3, 3, 1]","[13, 2, 5]","[15, 10, 5]",16000,3,0.2
94,95.wav,FALR0_4.wav,MSTF0_4.wav,MESG0_3.wav,./data/mixed/95.wav,./data/near_end/FALR0_4.wav,./data/far_end/MSTF0_4.wav,./data/far_end/MESG0_3.wav,"[8, 8, 2]","[12, 3, 4]","[11, 6, 3]","[11, 2, 1]","[15, 10, 5]",16000,3,0.2
95,96.wav,FAPB0_1.wav,MJAI0_1.wav,MTRR0_3.wav,./data/mixed/96.wav,./data/near_end/FAPB0_1.wav,./data/far_end/MJAI0_1.wav,./data/far_end/MTRR0_3.wav,"[3, 4, 4]","[7, 5, 1]","[10, 5, 5]","[8, 5, 5]","[15, 10, 5]",16000,3,0.2
96,97.wav,FAPB0_1.wav,MBMA1_2.wav,MREM0_1.wav,./data/mixed/97.wav,./data/near_end/FAPB0_1.wav,./data/far_end/MBMA1_2.wav,./data/far_end/MREM0_1.wav,"[11, 4, 3]","[4, 9, 1]","[14, 8, 5]","[10, 4, 3]","[15, 10, 5]",16000,3,0.2
97,98.wav,FAPB0_1.wav,MDMA0_3.wav,MDHL0_3.wav,./data/mixed/98.wav,./data/near_end/FAPB0_1.wav,./data/far_end/MDMA0_3.wav,./data/far_end/MDHL0_3.wav,"[5, 7, 2]","[5, 9, 2]","[7, 6, 3]","[7, 2, 4]","[15, 10, 5]",16000,3,0.2
98,99.wav,FAPB0_1.wav,MSTF0_4.wav,MMEA0_2.wav,./data/mixed/99.wav,./data/near_end/FAPB0_1.wav,./data/far_end/MSTF0_4.wav,./data/far_end/MMEA0_2.wav,"[12, 1, 5]","[14, 7, 5]","[2, 9, 5]","[12, 5, 3]","[15, 10, 5]",16000,3,0.2
99,100.wav,FAPB0_1.wav,MJRA0_1.wav,MCEW0_3.wav,./data/mixed/100.wav,./data/near_end/FAPB0_1.wav,./data/far_end/MJRA0_1.wav,./data/far_end/MCEW0_3.wav,"[3, 9, 4]","[14, 6, 5]","[12, 6, 1]","[6, 1, 1]","[15, 10, 5]",16000,3,0.2
100,101.wav,FAPB0_2.wav,MJEE0_1.wav,MTQC0_3.wav,./data/mixed/101.wav,./data/near_end/FAPB0_2.wav,./data/far_end/MJEE0_1.wav,./data/far_end/MTQC0_3.wav,"[4, 8, 3]","[12, 5, 3]","[4, 7, 5]","[1, 8, 1]","[15, 10, 5]",16000,3,0.2
101,102.wav,FAPB0_2.wav,MDCM0_2.wav,MTPP0_1.wav,./data/mixed/102.wav,./data/near_end/FAPB0_2.wav,./data/far_end/MDCM0_2.wav,./data/far_end/MTPP0_1.wav,"[10, 4, 1]","[5, 1, 1]","[6, 9, 2]","[5, 9, 5]","[15, 10, 5]",16000,3,0.2
102,103.wav,FAPB0_2.wav,FGCS0_3.wav,MAEB0_2.wav,./data/mixed/103.wav,./data/near_end/FAPB0_2.wav,./data/far_end/FGCS0_3.wav,./data/far_end/MAEB0_2.wav,"[8, 9, 1]","[8, 8, 1]","[11, 2, 4]","[3, 4, 3]","[15, 10, 5]",16000,3,0.2
103,104.wav,FAPB0_2.wav,FRLL0_1.wav,MJBG0_3.wav,./data/mixed/104.wav,./data/near_end/FAPB0_2.wav,./data/far_end/FRLL0_1.wav,./data/far_end/MJBG0_3.wav,"[11, 8, 1]","[14, 8, 1]","[9, 2, 4]","[6, 9, 3]","[15, 10, 5]",16000,3,0.2
104,105.wav,FAPB0_2.wav,MCTM0_2.wav,MADC0_2.wav,./data/mixed/105.wav,./data/near_end/FAPB0_2.wav,./data/far_end/MCTM0_2.wav,./data/far_end/MADC0_2.wav,"[5, 7, 5]","[5, 4, 5]","[6, 9, 2]","[6, 1, 5]","[15, 10, 5]",16000,3,0.2
105,106.wav,FAPB0_3.wav,MAEB0_1.wav,MSMC0_2.wav,./data/mixed/106.wav,./data/near_end/FAPB0_3.wav,./data/far_end/MAEB0_1.wav,./data/far_end/MSMC0_2.wav,"[8, 6, 1]","[5, 7, 2]","[2, 3, 3]","[14, 8, 1]","[15, 10, 5]",16000,3,0.2
106,107.wav,FAPB0_3.wav,MRJM0_2.wav,FCKE0_3.wav,./data/mixed/107.wav,./data/near_end/FAPB0_3.wav,./data/far_end/MRJM0_2.wav,./data/far_end/FCKE0_3.wav,"[4, 9, 1]","[14, 6, 4]","[3, 7, 5]","[12, 9, 5]","[15, 10, 5]",16000,3,0.2
107,108.wav,FAPB0_3.wav,MGAW0_2.wav,MTRT0_3.wav,./data/mixed/108.wav,./data/near_end/FAPB0_3.wav,./data/far_end/MGAW0_2.wav,./data/far_end/MTRT0_3.wav,"[7, 6, 2]","[9, 1, 1]","[4, 9, 2]","[13, 6, 5]","[15, 10, 5]",16000,3,0.2
108,109.wav,FAPB0_3.wav,MJMD0_3.wav,MTRT0_2.wav,./data/mixed/109.wav,./data/near_end/FAPB0_3.wav,./data/far_end/MJMD0_3.wav,./data/far_end/MTRT0_2.wav,"[11, 2, 5]","[7, 7, 2]","[14, 10, 5]","[8, 7, 3]","[15, 10, 5]",16000,3,0.2
109,110.wav,FAPB0_3.wav,MLSH0_3.wav,MSFV0_3.wav,./data/mixed/110.wav,./data/near_end/FAPB0_3.wav,./data/far_end/MLSH0_3.wav,./data/far_end/MSFV0_3.wav,"[2, 3, 1]","[4, 1, 4]","[8, 4, 1]","[2, 6, 4]","[15, 10, 5]",16000,3,0.2
110,111.wav,FAPB0_4.wav,FNTB0_2.wav,MJRH1_3.wav,./data/mixed/111.wav,./data/near_end/FAPB0_4.wav,./data/far_end/FNTB0_2.wav,./data/far_end/MJRH1_3.wav,"[9, 1, 1]","[7, 2, 2]","[5, 6, 4]","[9, 9, 4]","[15, 10, 5]",16000,3,0.2
111,112.wav,FAPB0_4.wav,MLJH0_5.wav,MRFL0_2.wav,./data/mixed/112.wav,./data/near_end/FAPB0_4.wav,./data/far_end/MLJH0_5.wav,./data/far_end/MRFL0_2.wav,"[14, 2, 1]","[8, 6, 2]","[9, 9, 5]","[5, 3, 3]","[15, 10, 5]",16000,3,0.2
112,113.wav,FAPB0_4.wav,MPAR0_3.wav,MKLS0_1.wav,./data/mixed/113.wav,./data/near_end/FAPB0_4.wav,./data/far_end/MPAR0_3.wav,./data/far_end/MKLS0_1.wav,"[5, 7, 4]","[6, 7, 4]","[11, 2, 4]","[7, 7, 3]","[15, 10, 5]",16000,3,0.2
113,114.wav,FAPB0_4.wav,FDTD0_1.wav,MPGH0_1.wav,./data/mixed/114.wav,./data/near_end/FAPB0_4.wav,./data/far_end/FDTD0_1.wav,./data/far_end/MPGH0_1.wav,"[12, 3, 4]","[11, 10, 5]","[10, 10, 1]","[9, 9, 2]","[15, 10, 5]",16000,3,0.2
114,115.wav,FAPB0_4.wav,FMMH0_3.wav,MMAG0_3.wav,./data/mixed/115.wav,./data/near_end/FAPB0_4.wav,./data/far_end/FMMH0_3.wav,./data/far_end/MMAG0_3.wav,"[14, 3, 4]","[12, 10, 5]","[6, 9, 4]","[12, 5, 1]","[15, 10, 5]",16000,3,0.2
115,116.wav,FAPB0_5.wav,MKLW0_3.wav,MMWS1_2.wav,./data/mixed/116.wav,./data/near_end/FAPB0_5.wav,./data/far_end/MKLW0_3.wav,./data/far_end/MMWS1_2.wav,"[9, 7, 4]","[12, 7, 4]","[10, 6, 4]","[14, 5, 5]","[15, 10, 5]",16000,3,0.2
116,117.wav,FAPB0_5.wav,MJRK0_3.wav,MDLH0_2.wav,./data/mixed/117.wav,./data/near_end/FAPB0_5.wav,./data/far_end/MJRK0_3.wav,./data/far_end/MDLH0_2.wav,"[9, 1, 1]","[11, 8, 2]","[11, 6, 4]","[14, 7, 5]","[15, 10, 5]",16000,3,0.2
117,118.wav,FAPB0_5.wav,MTDP0_4.wav,MJMM0_3.wav,./data/mixed/118.wav,./data/near_end/FAPB0_5.wav,./data/far_end/MTDP0_4.wav,./data/far_end/MJMM0_3.wav,"[9, 9, 1]","[3, 9, 1]","[9, 2, 1]","[5, 3, 2]","[15, 10, 5]",16000,3,0.2
118,119.wav,FAPB0_5.wav,MKXL0_3.wav,MTPG0_1.wav,./data/mixed/119.wav,./data/near_end/FAPB0_5.wav,./data/far_end/MKXL0_3.wav,./data/far_end/MTPG0_1.wav,"[2, 8, 4]","[9, 10, 2]","[1, 5, 5]","[6, 5, 3]","[15, 10, 5]",16000,3,0.2
119,120.wav,FAPB0_5.wav,FDAW0_2.wav,MDCD0_2.wav,./data/mixed/120.wav,./data/near_end/FAPB0_5.wav,./data/far_end/FDAW0_2.wav,./data/far_end/MDCD0_2.wav,"[13, 1, 5]","[10, 3, 1]","[7, 2, 5]","[13, 1, 2]","[15, 10, 5]",16000,3,0.2
120,121.wav,FAPB0_6.wav,MRWA0_1.wav,FSDC0_1.wav,./data/mixed/121.wav,./data/near_end/FAPB0_6.wav,./data/far_end/MRWA0_1.wav,./data/far_end/FSDC0_1.wav,"[3, 1, 5]","[13, 1, 3]","[8, 10, 5]","[4, 6, 3]","[15, 10, 5]",16000,3,0.2
121,122.wav,FAPB0_6.wav,FPJF0_2.wav,FSLS0_1.wav,./data/mixed/122.wav,./data/near_end/FAPB0_6.wav,./data/far_end/FPJF0_2.wav,./data/far_end/FSLS0_1.wav,"[7, 7, 4]","[10, 3, 2]","[11, 3, 4]","[14, 7, 3]","[15, 10, 5]",16000,3,0.2
122,123.wav,FAPB0_6.wav,MCPM0_1.wav,MTWH1_1.wav,./data/mixed/123.wav,./data/near_end/FAPB0_6.wav,./data/far_end/MCPM0_1.wav,./data/far_end/MTWH1_1.wav,"[10, 5, 1]","[11, 3, 4]","[2, 6, 5]","[13, 2, 5]","[15, 10, 5]",16000,3,0.2
123,124.wav,FAPB0_6.wav,MRTC0_4.wav,MCAE0_1.wav,./data/mixed/124.wav,./data/near_end/FAPB0_6.wav,./data/far_end/MRTC0_4.wav,./data/far_end/MCAE0_1.wav,"[7, 8, 3]","[12, 7, 4]","[9, 7, 2]","[14, 8, 5]","[15, 10, 5]",16000,3,0.2
124,125.wav,FAPB0_6.wav,FJWB1_2.wav,MHMR0_1.wav,./data/mixed/125.wav,./data/near_end/FAPB0_6.wav,./data/far_end/FJWB1_2.wav,./data/far_end/MHMR0_1.wav,"[1, 6, 5]","[6, 9, 2]","[1, 6, 1]","[4, 5, 3]","[15, 10, 5]",16000,3,0.2
125,126.wav,FBAS0_1.wav,MDBP0_4.wav,FJKL0_1.wav,./data/mixed/126.wav,./data/near_end/FBAS0_1.wav,./data/far_end/MDBP0_4.wav,./data/far_end/FJKL0_1.wav,"[4, 6, 2]","[9, 9, 5]","[4, 7, 2]","[14, 2, 4]","[15, 10, 5]",16000,3,0.2
126,127.wav,FBAS0_1.wav,MTAT1_4.wav,FBJL0_3.wav,./data/mixed/127.wav,./data/near_end/FBAS0_1.wav,./data/far_end/MTAT1_4.wav,./data/far_end/FBJL0_3.wav,"[3, 2, 4]","[1, 5, 1]","[6, 2, 3]","[12, 6, 3]","[15, 10, 5]",16000,3,0.2
127,128.wav,FBAS0_1.wav,MLNS0_3.wav,MPGH0_2.wav,./data/mixed/128.wav,./data/near_end/FBAS0_1.wav,./data/far_end/MLNS0_3.wav,./data/far_end/MPGH0_2.wav,"[3, 10, 3]","[14, 3, 5]","[3, 10, 1]","[7, 7, 5]","[15, 10, 5]",16000,3,0.2
128,129.wav,FBAS0_1.wav,MCDD0_1.wav,FBMJ0_1.wav,./data/mixed/129.wav,./data/near_end/FBAS0_1.wav,./data/far_end/MCDD0_1.wav,./data/far_end/FBMJ0_1.wav,"[10, 7, 1]","[5, 5, 4]","[5, 7, 5]","[12, 8, 3]","[15, 10, 5]",16000,3,0.2
129,130.wav,FBAS0_1.wav,MJWG0_2.wav,MTKP0_2.wav,./data/mixed/130.wav,./data/near_end/FBAS0_1.wav,./data/far_end/MJWG0_2.wav,./data/far_end/MTKP0_2.wav,"[12, 2, 1]","[8, 6, 5]","[3, 2, 5]","[8, 6, 1]","[15, 10, 5]",16000,3,0.2
130,131.wav,FBAS0_2.wav,MADD0_2.wav,MKAH0_3.wav,./data/mixed/131.wav,./data/near_end/FBAS0_2.wav,./data/far_end/MADD0_2.wav,./data/far_end/MKAH0_3.wav,"[5, 4, 3]","[9, 2, 3]","[10, 4, 5]","[11, 1, 1]","[15, 10, 5]",16000,3,0.2
131,132.wav,FBAS0_2.wav,MGAG0_1.wav,MJJM0_1.wav,./data/mixed/132.wav,./data/near_end/FBAS0_2.wav,./data/far_end/MGAG0_1.wav,./data/far_end/MJJM0_1.wav,"[10, 4, 1]","[2, 1, 4]","[2, 5, 5]","[7, 9, 3]","[15, 10, 5]",16000,3,0.2
132,133.wav,FBAS0_2.wav,MDED0_2.wav,FGCS0_3.wav,./data/mixed/133.wav,./data/near_end/FBAS0_2.wav,./data/far_end/MDED0_2.wav,./data/far_end/FGCS0_3.wav,"[14, 7, 5]","[5, 4, 3]","[4, 7, 1]","[7, 6, 4]","[15, 10, 5]",16000,3,0.2
133,134.wav,FBAS0_2.wav,MBBR0_3.wav,FBAS0_3.wav,./data/mixed/134.wav,./data/near_end/FBAS0_2.wav,./data/far_end/MBBR0_3.wav,./data/far_end/FBAS0_3.wav,"[9, 3, 4]","[6, 10, 2]","[13, 9, 5]","[2, 2, 4]","[15, 10, 5]",16000,3,0.2
134,135.wav,FBAS0_2.wav,FSJK1_2.wav,FGDP0_3.wav,./data/mixed/135.wav,./data/near_end/FBAS0_2.wav,./data/far_end/FSJK1_2.wav,./data/far_end/FGDP0_3.wav,"[6, 7, 4]","[5, 5, 5]","[9, 1, 1]","[12, 5, 5]","[15, 10, 5]",16000,3,0.2
135,136.wav,FBAS0_3.wav,MPGH0_2.wav,MAEB0_1.wav,./data/mixed/136.wav,./data/near_end/FBAS0_3.wav,./data/far_end/MPGH0_2.wav,./data/far_end/MAEB0_1.wav,"[12, 7, 4]","[4, 5, 5]","[8, 3, 1]","[13, 10, 5]","[15, 10, 5]",16000,3,0.2
136,137.wav,FBAS0_3.wav,MREH1_3.wav,FMKC0_3.wav,./data/mixed/137.wav,./data/near_end/FBAS0_3.wav,./data/far_end/MREH1_3.wav,./data/far_end/FMKC0_3.wav,"[3, 4, 5]","[9, 6, 4]","[4, 7, 2]","[8, 7, 3]","[15, 10, 5]",16000,3,0.2
137,138.wav,FBAS0_3.wav,MFRM0_2.wav,FLJA0_1.wav,./data/mixed/138.wav,./data/near_end/FBAS0_3.wav,./data/far_end/MFRM0_2.wav,./data/far_end/FLJA0_1.wav,"[13, 6, 3]","[1, 4, 3]","[5, 10, 5]","[11, 6, 5]","[15, 10, 5]",16000,3,0.2
138,139.wav,FBAS0_3.wav,MEFG0_3.wav,MRGM0_3.wav,./data/mixed/139.wav,./data/near_end/FBAS0_3.wav,./data/far_end/MEFG0_3.wav,./data/far_end/MRGM0_3.wav,"[4, 1, 1]","[10, 2, 5]","[4, 3, 3]","[1, 7, 4]","[15, 10, 5]",16000,3,0.2
139,140.wav,FBAS0_3.wav,MJRH1_3.wav,MRCW0_2.wav,./data/mixed/140.wav,./data/near_end/FBAS0_3.wav,./data/far_end/MJRH1_3.wav,./data/far_end/MRCW0_2.wav,"[7, 8, 1]","[5, 2, 2]","[9, 8, 5]","[4, 3, 1]","[15, 10, 5]",16000,3,0.2
140,141.wav,FBAS0_4.wav,FSJW0_2.wav,MDLM0_1.wav,./data/mixed/141.wav,./data/near_end/FBAS0_4.wav,./data/far_end/FSJW0_2.wav,./data/far_end/MDLM0_1.wav,"[8, 10, 1]","[4, 1, 3]","[6, 6, 4]","[4, 2, 3]","[15, 10, 5]",16000,3,0.2
141,142.wav,FBAS0_4.wav,MSJK0_4.wav,MTAB0_4.wav,./data/mixed/142.wav,./data/near_end/FBAS0_4.wav,./data/far_end/MSJK0_4.wav,./data/far_end/MTAB0_4.wav,"[14, 8, 4]","[2, 8, 5]","[4, 4, 2]","[2, 9, 5]","[15, 10, 5]",16000,3,0.2
142,143.wav,FBAS0_4.wav,FSAH0_3.wav,MSTF0_4.wav,./data/mixed/143.wav,./data/near_end/FBAS0_4.wav,./data/far_end/FSAH0_3.wav,./data/far_end/MSTF0_4.wav,"[12, 5, 4]","[13, 9, 2]","[4, 4, 3]","[7, 7, 4]","[15, 10, 5]",16000,3,0.2
143,144.wav,FBAS0_4.wav,MDDC0_3.wav,MTJS0_3.wav,./data/mixed/144.wav,./data/near_end/FBAS0_4.wav,./data/far_end/MDDC0_3.wav,./data/far_end/MTJS0_3.wav,"[3, 6, 1]","[13, 2, 4]","[14, 5, 5]","[2, 10, 3]","[15, 10, 5]",16000,3,0.2
144,145.wav,FBAS0_4.wav,MCDR0_4.wav,MCAE0_1.wav,./data/mixed/145.wav,./data/near_end/FBAS0_4.wav,./data/far_end/MCDR0_4.wav,./data/far_end/MCAE0_1.wav,"[7, 5, 1]","[8, 2, 2]","[5, 2, 5]","[1, 9, 2]","[15, 10, 5]",16000,3,0.2
145,146.wav,FBAS0_5.wav,MMDS0_2.wav,MKLW0_1.wav,./data/mixed/146.wav,./data/near_end/FBAS0_5.wav,./data/far_end/MMDS0_2.wav,./data/far_end/MKLW0_1.wav,"[7, 2, 3]","[5, 4, 3]","[11, 9, 2]","[4, 3, 1]","[15, 10, 5]",16000,3,0.2
146,147.wav,FBAS0_5.wav,MJRA0_1.wav,MMGK0_1.wav,./data/mixed/147.wav,./data/near_end/FBAS0_5.wav,./data/far_end/MJRA0_1.wav,./data/far_end/MMGK0_1.wav,"[7, 1, 5]","[6, 7, 1]","[9, 10, 3]","[12, 2, 1]","[15, 10, 5]",16000,3,0.2
147,148.wav,FBAS0_5.wav,FSGF0_3.wav,MTKP0_3.wav,./data/mixed/148.wav,./data/near_end/FBAS0_5.wav,./data/far_end/FSGF0_3.wav,./data/far_end/MTKP0_3.wav,"[1, 6, 4]","[9, 2, 3]","[13, 3, 4]","[1, 4, 3]","[15, 10, 5]",16000,3,0.2
148,149.wav,FBAS0_5.wav,MJWS0_4.wav,MSDS0_2.wav,./data/mixed/149.wav,./data/near_end/FBAS0_5.wav,./data/far_end/MJWS0_4.wav,./data/far_end/MSDS0_2.wav,"[3, 10, 4]","[11, 6, 1]","[12, 1, 3]","[13, 10, 5]","[15, 10, 5]",16000,3,0.2
149,150.wav,FBAS0_5.wav,MJDE0_1.wav,MDWH0_4.wav,./data/mixed/150.wav,./data/near_end/FBAS0_5.wav,./data/far_end/MJDE0_1.wav,./data/far_end/MDWH0_4.wav,"[5, 3, 1]","[3, 3, 2]","[11, 7, 1]","[2, 5, 4]","[15, 10, 5]",16000,3,0.2
150,151.wav,FBCG1_1.wav,MRAI0_1.wav,FRJB0_1.wav,./data/mixed/151.wav,./data/near_end/FBCG1_1.wav,./data/far_end/MRAI0_1.wav,./data/far_end/FRJB0_1.wav,"[1, 4, 3]","[4, 5, 2]","[7, 9, 4]","[10, 5, 4]","[15, 10, 5]",16000,3,0.2
151,152.wav,FBCG1_1.wav,MLEL0_2.wav,MRHL0_1.wav,./data/mixed/152.wav,./data/near_end/FBCG1_1.wav,./data/far_end/MLEL0_2.wav,./data/far_end/MRHL0_1.wav,"[10, 6, 1]","[14, 4, 1]","[2, 8, 2]","[1, 1, 2]","[15, 10, 5]",16000,3,0.2
152,153.wav,FBCG1_1.wav,FMBG0_2.wav,MRKM0_3.wav,./data/mixed/153.wav,./data/near_end/FBCG1_1.wav,./data/far_end/FMBG0_2.wav,./data/far_end/MRKM0_3.wav,"[7, 10, 1]","[7, 2, 1]","[10, 6, 3]","[1, 1, 4]","[15, 10, 5]",16000,3,0.2
153,154.wav,FBCG1_1.wav,FKSR0_2.wav,FLOD0_2.wav,./data/mixed/154.wav,./data/near_end/FBCG1_1.wav,./data/far_end/FKSR0_2.wav,./data/far_end/FLOD0_2.wav,"[6, 6, 1]","[10, 7, 2]","[5, 6, 5]","[9, 3, 4]","[15, 10, 5]",16000,3,0.2
154,155.wav,FBCG1_1.wav,FPAB1_4.wav,FDTD0_4.wav,./data/mixed/155.wav,./data/near_end/FBCG1_1.wav,./data/far_end/FPAB1_4.wav,./data/far_end/FDTD0_4.wav,"[14, 7, 3]","[6, 1, 5]","[3, 4, 3]","[11, 9, 1]","[15, 10, 5]",16000,3,0.2
155,156.wav,FBCG1_2.wav,MNET0_3.wav,MJXA0_2.wav,./data/mixed/156.wav,./data/near_end/FBCG1_2.wav,./data/far_end/MNET0_3.wav,./data/far_end/MJXA0_2.wav,"[1, 5, 2]","[11, 10, 1]","[7, 5, 1]","[14, 2, 1]","[15, 10, 5]",16000,3,0.2
156,157.wav,FBCG1_2.wav,MTPF0_1.wav,MJFH0_3.wav,./data/mixed/157.wav,./data/near_end/FBCG1_2.wav,./data/far_end/MTPF0_1.wav,./data/far_end/MJFH0_3.wav,"[10, 7, 3]","[3, 2, 4]","[2, 2, 1]","[2, 8, 4]","[15, 10, 5]",16000,3,0.2
157,158.wav,FBCG1_2.wav,FEAR0_2.wav,FCAJ0_2.wav,./data/mixed/158.wav,./data/near_end/FBCG1_2.wav,./data/far_end/FEAR0_2.wav,./data/far_end/FCAJ0_2.wav,"[11, 2, 1]","[11, 6, 4]","[5, 4, 5]","[4, 7, 2]","[15, 10, 5]",16000,3,0.2
158,159.wav,FBCG1_2.wav,MMWB0_1.wav,MDBP0_1.wav,./data/mixed/159.wav,./data/near_end/FBCG1_2.wav,./data/far_end/MMWB0_1.wav,./data/far_end/MDBP0_1.wav,"[9, 5, 2]","[1, 5, 2]","[13, 3, 1]","[9, 3, 2]","[15, 10, 5]",16000,3,0.2
159,160.wav,FBCG1_2.wav,FVMH0_1.wav,MRAI0_4.wav,./data/mixed/160.wav,./data/near_end/FBCG1_2.wav,./data/far_end/FVMH0_1.wav,./data/far_end/MRAI0_4.wav,"[4, 9, 1]","[1, 3, 4]","[14, 4, 4]","[12, 10, 4]","[15, 10, 5]",16000,3,0.2
160,161.wav,FBCG1_3.wav,MTJS0_2.wav,MRJM1_1.wav,./data/mixed/161.wav,./data/near_end/FBCG1_3.wav,./data/far_end/MTJS0_2.wav,./data/far_end/MRJM1_1.wav,"[1, 9, 1]","[5, 6, 5]","[2, 2, 5]","[5, 1, 5]","[15, 10, 5]",16000,3,0.2
161,162.wav,FBCG1_3.wav,MWCH0_2.wav,MVLO0_1.wav,./data/mixed/162.wav,./data/near_end/FBCG1_3.wav,./data/far_end/MWCH0_2.wav,./data/far_end/MVLO0_1.wav,"[13, 2, 5]","[4, 10, 4]","[3, 3, 1]","[3, 1, 3]","[15, 10, 5]",16000,3,0.2
162,163.wav,FBCG1_3.wav,FPAC0_4.wav,MKLS0_3.wav,./data/mixed/163.wav,./data/near_end/FBCG1_3.wav,./data/far_end/FPAC0_4.wav,./data/far_end/MKLS0_3.wav,"[6, 8, 2]","[14, 3, 2]","[5, 6, 2]","[7, 9, 1]","[15, 10, 5]",16000,3,0.2
163,164.wav,FBCG1_3.wav,MJRH0_3.wav,MJXL0_3.wav,./data/mixed/164.wav,./data/near_end/FBCG1_3.wav,./data/far_end/MJRH0_3.wav,./data/far_end/MJXL0_3.wav,"[10, 10, 1]","[10, 2, 1]","[7, 9, 1]","[13, 4, 3]","[15, 10, 5]",16000,3,0.2
164,165.wav,FBCG1_3.wav,FSJS0_4.wav,MSDS0_4.wav,./data/mixed/165.wav,./data/near_end/FBCG1_3.wav,./data/far_end/FSJS0_4.wav,./data/far_end/MSDS0_4.wav,"[3, 10, 2]","[9, 7, 4]","[12, 5, 1]","[7, 8, 2]","[15, 10, 5]",16000,3,0.2
165,166.wav,FBCG1_4.wav,FDAS1_1.wav,MRPC1_3.wav,./data/mixed/166.wav,./data/near_end/FBCG1_4.wav,./data/far_end/FDAS1_1.wav,./data/far_end/MRPC1_3.wav,"[8, 1, 1]","[12, 8, 3]","[14, 6, 5]","[11, 4, 4]","[15, 10, 5]",16000,3,0.2
